30.0	32.5
28.4  32.2
28.1	31.4
28.5	31.6
28.6	31.4
28.7	31.4
29.1	32.0
29.4	31.2
29.9	30.2
30.7	30.8
29.8	31.1
31.7	30.9
32.7	30.5
32.9	29.9
33.8	30.0
34.7	30.5
35.5	30.0
37.7	29.3
37.2	29.2
36.8	29.6
37.0	30.0
37.7	29.8
37.8	27.2
37.9	22.9
35.6	22.2
33.8	22.3
34.1	24.3
35.1	24.5
32.2	25.9
33.3	29.2
34.9	32.9
39.0	34.4
43.0	34.8
43.9	33.3
43.8	34.3
48.9	33.2
49.2	32.8
49.0	34.3
48.7	34.0
47.7	34.1
47.5	34.2
47.6	34.4
47.8	36.0
47.7	35.8
48.7	35.9
50.1	36.4
51.6	36.3
53.0	36.7
55.7	38.2
60.2	37.7
65.0	37.3
70.5	35.2
77.3	33.9
81.9	33.8
84.4	34.8
90.8	34.5
102.2	34.6
113.3	35.9
127.3	35.9
145.8	36.5
158.7	37.0
168.4	36.5
179.7	39.2
205.0	39.7
224.1	42.9
237.4	47.0
249.3	48.8
271.9	50.2
280.2	52.2
284.7	53.8
304.8	56.1
309.5	56.4
317.8	58.5
323.0	60.7
322.3	61.5
323.9	59.4
319.8	57.1
303.0	59.7
305.6	62.7
301.1	66.7
293.9	66.1
289.7	66.5
281.7	72.0
275.7	75.8
278.2	77.0
257.5	76.9
243.8	75.8
232.0	76.9
217.6	76.8
211.3	76.3
202.2	79.0
177.3	79.3
165.8	78.7
152.1	78.2
139.5	77.1
124.8	76.1
118.0	78.5
114.5	76.8
98.6	75.9
92.9	75.3
86.6	73.3
76.1	72.1
69.7	72.1
67.6	70.8
64.7	67.7
57.8	66.3
52.7	65.1
47.5	62.7
43.7	61.6
40.7	61.1
39.2	53.4
38.2	54.3
31.0	54.0
31.4	54.7
29.5	54.9
28.1	54.2
26.4	53.3
25.5	57.8
24.7	52.4
26.1	48.9
21.9	44.2
20.7	41.0
19.4	39.9
17.5	40.0
16.9	37.1
16.4	36.1
15.4	36.9
14.7	36.5
14.3	35.9
13.6	36.7
13.3	36.0
13.1	35.2
13.2	34.0
12.2	32.1
11.9	31.2
11.5	29.3
11.1	28.0
10.7	27.8
10.6	25.4
10.7	23.3
10.7	22.3
10.7	21.6
10.6	20.8
10.6	20.7
10.4	20.4
10.4	20.1
10.4	19.2
10.1	18.9
9.9	  18.2
10.1	17.4
10.2	17.3
10.2	17.3
